12357,2017-08-29,com,duxiu
135708,2017-08-29,com,mzstatic
23987,2017-08-29,com,gadgepanygang
5673264,2017-08-29,com,baidu
302903,2017-08-29,com,kugou
53529,2017-08-29,com,slidetowntamilpart
32915,2017-08-29,com,p2cdn
13575,2017-08-29,com,360kan
17864,2017-08-29,com,qycn
35717,2017-08-29,com,appjiagu
18010,2017-08-29,com,mobaders
18855,2017-08-29,com,cn
77667,2017-08-29,com,drivergenius
24705,2017-08-17,com,jianguoyun
55410,2017-08-17,com,xtgreat
80684,2017-08-17,com,accuweather
19665,2017-08-17,com,splashtop
35323,2017-08-17,com,n0808
174226,2017-07-29,com,ijinshan
78735,2017-07-29,com,msn
28864,2017-07-29,com,idc
22955,2017-07-29,com,tingyun
19112,2017-07-29,com,csbew
119082,2017-07-29,com,xmcdn
49411,2017-07-29,com,365yg
195041,2017-07-29,com,steampowered
20559,2017-07-29,com,renren
13644,2017-08-17,com,emarbox
254585,2017-08-17,com,bdstatic
11906,2017-08-17,com,hupucdn
383947,2017-08-17,com,bdimg
119217,2017-08-17,com,mzstatic
13291,2017-08-17,com,chinanetcenter
142534,2017-08-17,com,eastday
12034,2017-08-29,com,yunfancdn
30549,2017-08-29,com,kankan
44615,2017-08-29,com,tancdn
202411,2017-08-29,com,aliyun
14077,2017-08-29,com,conviva
33040,2017-08-29,com,changba
97850,2017-08-29,com,accuweather
31250,2017-08-29,com,alibaba
10725,2017-08-29,com,qiecdn
27625,2017-08-29,com,bczcdn
153988,2017-08-20,com,ijinshan
80648,2017-08-20,com,msn
29880,2017-08-20,com,setn
23375,2017-08-20,com,idc
12151,2017-08-20,com,yidianzixun
20997,2017-08-20,com,tingyun
17778,2017-08-20,com,csbew
122835,2017-08-20,com,xmcdn
15442,2017-08-20,com,365yg
237823,2017-08-20,com,steampowered
13516,2017-08-20,com,renren
18501,2017-08-20,com,rarbg
338923,2017-08-02,com,amap
18502,2017-08-02,com,bitebbs
198858,2017-08-02,com,hdslb
18981,2017-08-02,com,imooc
10676,2017-08-16,com,express
96486,2017-08-16,com,sogoucdn
192770,2017-08-16,com,mgtv
192439,2017-08-16,com,snssdk
24640,2017-08-16,com,hao123
18448,2017-08-16,com,wandoujia
62840,2017-08-16,com,nearme
169927,2017-08-16,com,jd
23589,2017-08-16,com,pcauto
85229,2017-07-27,com,accuweather
43907,2017-07-27,com,steamstatic
16852,2017-07-27,com,icloud
11811,2017-07-27,com,yingjiesheng
30185,2017-07-27,com,gamersky
130609,2017-07-27,com,analytics
17834,2017-07-28,com,emarbox
17258,2017-07-28,com,windowsqjp
247267,2017-07-28,com,bdstatic
17131,2017-07-28,com,icbc
630493,2017-07-28,com,bdimg
140098,2017-07-28,com,mzstatic
156011,2017-07-28,com,eastday
45555,2017-07-20,com,hiido
313253,2017-07-20,com,kugou
30062,2017-07-20,com,tencentmind
10804,2017-07-20,com,baifendian
23597,2017-07-16,com,inc
72406,2017-07-16,com,msftncsi
24763,2017-07-16,com,tradaquan
23162,2017-07-16,com,msftconnecttest
2189499,2017-07-16,com,sogou
24370,2017-07-16,com,lxdns
384593,2017-08-08,com,taobao
289005,2017-08-08,com,ykimg
11075,2017-08-08,com,inc
172498,2017-07-30,com,ijinshan
80564,2017-07-30,com,msn
27361,2017-07-30,com,idc
12678,2017-07-30,com,xcar
33316,2017-07-30,com,tingyun
16209,2017-07-30,com,csbew
112262,2017-07-30,com,xmcdn
54626,2017-07-30,com,365yg
120861,2017-07-30,com,steampowered
44091,2017-07-30,com,renren
19087,2017-07-28,com,steamcontent
27407,2017-07-28,com,jianguoyun
25918,2017-07-28,com,xtgreat
84850,2017-07-28,com,accuweather
13032,2017-07-28,com,splashtop
32170,2017-07-28,com,n0808
64370,2017-08-29,com,igexin
33788,2017-08-29,com,ludashi
148238,2017-08-29,com,alimama
20775,2017-08-29,com,xuetangx
456412,2017-08-29,com,miaopai
15430,2017-08-29,com,splashtop
27514,2017-08-29,com,duowan
23526,2017-08-29,com,qidian
11061,2017-09-01,com,kgimg
21492,2017-09-01,com,adsame
17947,2017-09-01,com,kksmg
10687,2017-09-01,com,cqvip
272664,2017-09-01,com,netease
210307,2017-07-24,com,netease
12224,2017-07-24,com,mmarket
11191,2017-07-24,com,verisign
13869,2017-07-24,com,kgimg
15679,2017-07-24,com,adsame
77687,2017-07-24,com,kksmg
11517,2017-07-24,com,cqvip
11222,2017-07-24,com,everydesignerprimaasian
28161,2017-08-04,com,dpfile
28634,2017-08-04,com,idc
233441,2017-08-04,com,bilibili
15160,2017-08-04,com,orhfnu
12065,2017-08-04,com,gaodun
12953,2017-07-20,com,duxiu
123780,2017-07-20,com,eastmoney
31944,2017-07-20,com,qiumibao
30159,2017-07-20,com,webofknowledge
12789,2017-07-20,com,windows
11741,2017-07-20,com,genuinewhonavirecipe
52978,2017-07-20,com,lenovomm
10326,2017-08-15,com,express
16144,2017-08-15,com,thingolquad
102472,2017-08-15,com,sogoucdn
11556,2017-08-15,com,35kds
179957,2017-08-15,com,mgtv
216980,2017-08-15,com,snssdk
23193,2017-08-15,com,hao123
11652,2017-08-15,com,wandoujia
57122,2017-08-15,com,nearme
184319,2017-08-15,com,jd
24993,2017-08-15,com,pcauto
33110,2017-09-03,com,happyelements
20749,2017-09-03,com,chinamobile
49394,2017-09-03,com,miwifi
598464,2017-09-03,com,baidupcs
102526,2017-09-03,com,irs01
18644,2017-09-03,com,mukewang
131258,2017-09-03,com,letv
10909,2017-07-31,com,express
429587,2017-07-31,com,msftncsi
961899,2017-07-31,com,mmstat
13389571,2017-07-31,com,qq
17075,2017-07-31,com,4399
21567,2017-07-31,com,xuanyicj
80530,2017-08-12,com,baidustatic
12976,2017-08-12,com,hexun
68156,2017-08-12,com,yximgs
10604,2017-08-12,com,ladyjournaluberrealestate
16327,2017-08-12,com,pconline
61616,2017-08-12,com,zhihu
13299,2017-08-12,com,glpals
31374,2017-08-12,com,wscdns
27813,2017-08-12,com,ottcn
36023,2017-07-23,com,changba
503333,2017-07-23,com,sina
596121,2017-07-23,com,windowsupdate
22082,2017-07-23,com,lenovo
17313,2017-07-23,com,geetest
12334,2017-07-23,com,sosyolite
50134,2017-07-25,com,mob
14478,2017-07-25,com,ppstream
31608,2017-07-25,com,kankan
10133,2017-08-21,com,selfimg
17347,2017-08-21,com,maomixia
302070,2017-08-21,com,qiyi
11996,2017-08-21,com,yinyuetai
18638,2017-08-12,com,gvt1
70194,2017-08-12,com,alimama
16608,2017-08-12,com,dnion
172410,2017-08-12,com,jd
69358,2017-08-12,com,hoopchina
14710,2017-08-12,com,myapp
10306,2017-08-12,com,changyou
464397,2017-08-12,com,gtimg
167761,2017-08-05,com,ijinshan
77877,2017-08-05,com,msn
26384,2017-08-05,com,idc
20236,2017-08-05,com,tingyun
38357,2017-08-05,com,csbew
124918,2017-08-05,com,xmcdn
